data_id,display,remove,correct_data_id,correct_language,done_by
coordinador tiendas,coordinador tiendas,,,,
coordinador turno,coordinador turno,,,,
coordinador viajes,coordinador viajes,,,,
coordinador voluntario,coordinador voluntario,,,,
coordinador web,coordinador web,,,,
coordinadora ejecutiva,coordinadora ejecutiva,,,,
copiloto,copiloto,,,,
cordinador,coordinador,,,,
corrector,corrector,,,,
corrector externo,corrector externo,,,,
corrector textos,corrector textos,,,,
corredor de seguros,corredor de seguros,,,,
corredor plaza,corredor plaza,,,,
corresponsal,corresponsal,,,,
corresponsal colaborador,corresponsal colaborador,,,,
corresponsal deportes,corresponsal deportes,,,,
corresponsal prensa,corresponsal prensa,,,,
cortador textil,cortador textil,,,,
costurero,costurero,,,,
creador,creador,,,,
creador administrador,creador administrador,,,,
creador contenido audiovisual,creador contenido audiovisual,,,,
creador de contenido,creador de contenido,,,,
creador de contenidos,creador de contenidos,,,,
creador de contenidos web,creador de contenidos web,,,,
creador de proyecto,creador de proyecto,,,,
creador director,creador director,,,,
creador redactor,creador redactor,,,,
creador web,creador web,,,,
creativo,creativo,,,,
creativo publicidad,creativo publicidad,,,,
creativo publicitario,creativo publicitario,,,,
creativo web,creativo web,,,,
cristalero,cristalero,,,,
critica arte,critica arte,,,,
critico teatral,critico teatral,,,,
cronometrador,cronometrador,,,,
crupier,crupier,,,,
cto,CTO,,,,
cuerpo tecnico,cuerpo técnico,,,,
cuidador,cuidador,,,,
cuidador de discapacitados,cuidador de discapacitados,,,,
cuidador de personas dependientes,cuidador de personas dependientes,,,,
cuidador de personas discapacitadas,cuidador de personas discapacitadas,,,,
cuidador infantil,cuidador infantil,,,,
cuidador personas dependientes,cuidador personas dependientes,,,,
cuidador social,cuidador social,,,,
cuidador tecnico servicios asistenciales,cuidador técnico servicios asistenciales,,,,
cuidadora comedor escolar,cuidadora comedor escolar,,,,
cuidadora limpiadora,cuidadora limpiadora,,,,
cuponeadora,cuponeadora,,,,
decano,decano,,,,
delegado,delegado,,,,
delegado administrativo,delegado administrativo,,,,
delegado atencion,delegado atencion,,,,
delegado atencion hospitales,delegado atencion hospitales,,,,
delegado consultor,delegado consultor,,,,
delegado de ciudad,delegado de ciudad,,,,
delegado de provincia,delegado de provincia,,,,
delegado de sucursal,delegado de sucursal,,,,
delegado de venta,delegado de venta,,,,
delegado de ventas,delegado de ventas,,,,
delegado de ventas en farmacia,delegado de ventas en farmacia,,,,
delegado de visita medica de especialistas,delegado de visita médica de especialistas,,,,
delegado ejecutivo,delegado ejecutivo,,,,
delegado general,delegado general,,,,
delegado grandes cuentas,delegado grandes cuentas,,,,
delegado hospitalario,delegado hospitalario,,,,
delegado industrial,delegado industrial,,,,
delegado inmobiliario,delegado inmobiliario,,,,
delegado jefe,delegado jefe,,,,
delegado medico,delegado médico,,,,
delegado producto,delegado producto,,,,
delegado provincial,delegado provincial,,,,
delegado publicidad,delegado publicidad,,,,
delegado punto venta,delegado punto venta,,,,
delegado responsable,delegado responsable,,,,
delegado seguros,delegado seguros,,,,
delegado tecnico,delegado técnico,,,,
delegado venta farmacia,delegado venta farmacia,,,,
delegado venta farmacias,delegado venta farmacias,,,,
delegado venta hospitalaria,delegado venta hospitalaria,,,,
delegado ventas,delegado ventas,,,,
delegado ventas diabetes,delegado ventas diabetes,,,,
delegado ventas farmacias,delegado ventas farmacias,,,,
delegado ventas hospitalaria,delegado ventas hospitalaria,,,,
delegado ventas hospitalarias,delegado ventas hospitalarias,,,,
delegado ventas hospitales,delegado ventas hospitales,,,,
delegado ventas linea,delegado ventas línea,,,,
delegado ventas visita medica,delegado ventas visita medica,,,,
delegado visita medica,delegado visita medica,,,,
delegado visita medica farmacia,delegado visita medica farmacia,,,,
delegado visita medica hospitalaria,delegado visita medica hospitalaria,,,,
delegado visitador medico,delegado visitador medico,,,,
delineante,delineante,,,,
delineante 2d,delineante 2d,,,,
delineante administrativo,delineante administrativo,,,,
delineante auxiliar administrativo,delineante auxiliar administrativo,,,,
delineante calcador,delineante calcador,,,,
delineante calculista,delineante calculista,,,,
delineante de instalaciones,delineante de instalaciones,,,,
delineante edificios obras,delineante edificios obras,,,,
delineante estructuras,delineante estructuras,,,,
delineante industrial,delineante industrial,,,,
delineante naval,delineante naval,,,,
delineante practicas,delineante practicas,,,,
delineante programador,delineante programador,,,,
delineante proyectista,delineante proyectista,,,,
delineante proyectista aeronautico,delineante proyectista aeronáutico,,,,
delineante proyectista catia,delineante proyectista catia,,,,
delineante proyectista civil,delineante proyectista civil,,,,
delineante proyectista construccion,delineante proyectista construcción,,,,
delineante proyectista de instalaciones,delineante proyectista de instalaciones,,,,
delineante proyectista electrico,delineante proyectista eléctrico,,,,
delineante proyectista estructuras,delineante proyectista estructuras,,,,
delineante proyectista freelance,delineante proyectista freelance,,,,
delineante proyectista industrial,delineante proyectista industrial,,,,
delineante proyectista jefe,delineante proyectista jefe,,,,
delineante proyectista mecanico,delineante proyectista mecánico,,,,
delineante proyectista oficina tecnico,delineante proyectista oficina técnico,,,,
delineante proyectista topografo,delineante proyectista topógrafo,,,,
delineante proyectista tuberias,delineante proyectista tuberías,,,,
delineante superior,delineante superior,,,,
delineante tecnico proyectista,delineante técnico proyectista,,,,
deliniante proyectista,delineante proyectista,,,,
dentista,dentista,,,,
departamento administrativo contable,departamento administrativo contable,,,,
departamento administrativo financiero,departamento administrativo financiero,,,,
departamento comercio,departamento comercio,,,,
departamento produccion calidad,departamento producción calidad,,,,
departamento promociones,departamento promociones,,,,
departamento reclamaciones,departamento reclamaciones,,,,
departamento sistemas,departamento sistemas,,,,
departamento soporte,departamento soporte,,,,
departamento telecomunicaciones,departamento telecomunicaciones,,,,
dependiente,dependiente,,,,
dependiente / cajero,dependiente / cajero,,,,
dependiente administrativo,dependiente administrativo,,,,
dependiente almacenero,dependiente almacenero,,,,
dependiente ayudante almacen,dependiente ayudante almacén,,,,
dependiente ayudante cocina,dependiente ayudante cocina,,,,
dependiente bar,dependiente bar,,,,
dependiente cajero reponedor,dependiente cajero reponedor,,,,
dependiente calzado,dependiente calzado,,,,
dependiente contable,dependiente contable,,,,
dependiente coordinador,dependiente coordinador,,,,
dependiente de joyeria,dependiente de joyería,,,,
dependiente de panaderia,dependiente de panadería,,,,
dependiente de punto de venta,dependiente de punto de venta,,,,
dependiente encargado,dependiente encargado,,,,
dependiente encargado almacen,dependiente encargado almacén,,,,
dependiente fines semana,dependiente fines semana,,,,
dependiente grandes almacenes,dependiente grandes almacenes,,,,
dependiente imagen sonido,dependiente imagen sonido,,,,
dependiente joyeria relojeria,dependiente joyería relojería,,,,
dependiente moda infantil,dependiente moda infantil,,,,
dependiente polivalente,dependiente polivalente,,,,
dependiente repartidor,dependiente repartidor,,,,
dependiente responsable,dependiente responsable,,,,
dependiente responsable almacen,dependiente responsable almacén,,,,
dependiente responsable tienda,dependiente responsable tienda,,,,
dependiente secretario,dependiente secretario,,,,
dependiente segunda encargado,dependiente segunda encargado,,,,
dependiente stand,dependiente stand,,,,
dependiente supermercado,dependiente supermercado,,,,
dependiente telecomunicaciones,dependiente telecomunicaciones,,,,
dependiente tienda animales,dependiente tienda animales,,,,
dependiente tienda de alimentacion,dependiente tienda de alimentación,,,,
dependiente tienda deportes,dependiente tienda deportes,,,,
dependiente tienda fotografia,dependiente tienda fotografía,,,,
dependiente tienda moda,dependiente tienda moda,,,,
dependiente tienda ropa,dependiente tienda ropa,,,,
dependiente tienda telefonia,dependiente tienda telefonía,,,,
dependiente tiendas,dependiente tiendas,,,,
dependiente vendedor,dependiente vendedor,,,,
dependiente ventas,dependiente ventas,,,,
deportista,deportista,,,,
desarollador de aplicaciones,desarrollador de aplicaciones,,,,
desarrolador web,desarrollador web,,,,
desarrollador,desarrollador,,,,
desarrollador .net,desarrollador .NET,,,,
desarrollador abap,desarrollador abap,,,,
desarrollador android,desarrollador Android,,,,
desarrollador aplicaciones android,desarrollador aplicaciones Android,,,,
desarrollador aplicaciones informaticas,desarrollador aplicaciones informáticas,,,,
desarrollador aplicaciones ios,desarrollador aplicaciones iOS,,,,
desarrollador aplicaciones moviles,desarrollador aplicaciones móviles,,,,
desarrollador aplicaciones moviles android,desarrollador aplicaciones móviles Android,,,,
desarrollador aplicaciones moviles web,desarrollador aplicaciones móviles web,,,,
desarrollador aplicaciones multiplataforma,desarrollador aplicaciones multiplataforma,,,,
desarrollador aplicaciones web,desarrollador aplicaciones web,,,,
desarrollador aplicaciones web moviles,desarrollador aplicaciones web móviles,,,,
desarrollador apps,desarrollador apps,,,,
desarrollador auxiliar diseno web,desarrollador auxiliar diseño web,,,,
desarrollador backend,desarrollador backend,,,,
desarrollador contenidos,desarrollador contenidos,,,,
desarrollador de aplicaciones,desarrollador de aplicaciones,,,,
desarrollador de aplicaciones web,desarrollador de aplicaciones web,,,,
desarrollador de contenido,desarrollador de contenido,,,,
desarrollador de contenidos,desarrollador de contenidos,,,,
desarrollador de negocio,desarrollador de negocio,,,,
desarrollador de paginas web,desarrollador de páginas web,,,,
desarrollador de producto,desarrollador de producto,,,,
desarrollador de sistemas,desarrollador de sistemas,,,,
desarrollador de sitios web,desarrollador de sitios web,,,,
desarrollador de software,desarrollador de software,,,,
desarrollador disenador web,desarrollador diseñador web,,,,
desarrollador drupal,desarrollador drupal,,,,
desarrollador erp,desarrollador erp,,,,
desarrollador formador,desarrollador formador,,,,
desarrollador front,desarrollador front,,,,
desarrollador front end,desarrollador front end,,,,
desarrollador front end back end,desarrollador front end back end,,,,
desarrollador frontend,desarrollador frontend,,,,
desarrollador frontend backend,desarrollador frontend backend,,,,
desarrollador hardware,desarrollador hardware,,,,
desarrollador informatico,desarrollador informático,,,,
desarrollador ios,desarrollador iOS,,,,
desarrollador ios android,desarrollador iOS Android,,,,
desarrollador java,desarrollador java,,,,
desarrollador java ee,desarrollador java ee,,,,
desarrollador mercado,desarrollador mercado,,,,
desarrollador movil,desarrollador móvil,,,,
desarrollador multimedia,desarrollador multimedia,,,,
desarrollador negocios,desarrollador negocios,,,,
desarrollador net,desarrollador net,,,,
desarrollador paginas web,desarrollador paginas web,,,,
desarrollador php,desarrollador php,,,,
desarrollador producto,desarrollador producto,,,,
desarrollador programador web,desarrollador programador web,,,,
desarrollador proyecto,desarrollador proyecto,,,,
desarrollador sap,desarrollador sap,,,,
desarrollador software administrador sistemas,desarrollador software administrador sistemas,,,,
desarrollador software net,desarrollador software net,,,,
desarrollador software web,desarrollador software web,,,,
desarrollador tecnico,desarrollador técnico,,,,
desarrollador tecnico sistemas,desarrollador técnico sistemas,,,,
desarrollador videojuegos,desarrollador videojuegos,,,,
desarrollador web,desarrollador web,,,,
desarrollador web administrador sistemas,desarrollador web administrador sistemas,,,,
